Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
TRUE,664,3/2/22 14:46,A1LL0BY7L4V8VB,,Conservative,I tend to make more decisions that follow the law. I do not make decisions based on emotion but based on practicality.,It does not impact the types of relationships I have with other people. I am able to be friends with both conservative and liberal people,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,70,0,0,0,30,25,Occassionally,Never,Always,Occassionally,Never,Never,Never,Never,Always,Occassionally,Never,Occassionally,It is good to worry about the environment. I believe protecting the environment in my state directly affects a lot of jobs and income of the tourism industry.,32,Male,Latino,Bachelor's Degree,Bisexual,6,Yes,,a conservative,1,3,2
TRUE,523,3/2/22 15:45,A2170V64SIJ7MJ,"Generation Z (""Gen-Z"")",,I believe technology helps me to make decisions since I have grown up around it. I also feel like my decisions may be more open minded then other generations.,My friendships often have a lot of texting and other digital components to them. It is not uncommon for me to Facetime my friends when they are far away.,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20,20,20,20,20,88,Most of the time,Never,Always,Most of the time,Occassionally,Occassionally,Most of the time,Occassionally,Always,Most of the time,Most of the time,Occassionally,Environmentalism is important to fixing our planet. It acts a way to bring positive change to all life on earth.,24,Male,White,Associate's Degree,Heterosexual,3,Yes,,a Gen-Zer,3,2,1
TRUE,303,3/2/22 16:07,A21MXQQZI9BVSC,,Conservative,"Being a conservative doesn't really influence my decisions. If I was a member of either party, it still wouldn't influence my decisions. I choose my decisions based on how I emotionally feel. ","I have had relationships with people who have conservative tendencies as well as those who are liberal. I do get along more with people who share the same values, but I still have relationships with both. ",Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,5,28,35,6,31,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,"I feel that I am doing all I can to protect the environment on my small individual scale. I feel for most people, environmentalism isn't that important though, as you can see from the litter everywhere. ",28,Female,White,Bachelor's Degree,Heterosexual,6,Yes,,a conservative,3,2,1
TRUE,533,3/3/22 2:31,A3CW3HM9HVNVK,,Conservative,"My person beliefs naturally fall under the conservative spectrum, so many of my decisions in life reflect that significantly. Off the top of my head, I think the most relevant areas would be socially, financially, and religiously.","I don't believe that members of opposite political parties are enemies. I have many liberal friends who I disagree with basically 100% as far as how they think politically, but we are obviously still friends. I still love them as people even though their views don't reflect mine. There is more to a person than their political party, at least that's how I think about it.",Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,20,20,20,20,20,34,Occassionally,Never,Never,Never,Never,Occassionally,Most of the time,Never,Occassionally,Occassionally,Occassionally,Most of the time,"I admire the efforts people in this group take to fight for a better environment. In a world where not everyone takes it as seriously, they still choose to fight for what they believe will help the earth.",21,Male,Latino,Some college (no degree),Heterosexual,7,Yes,No further comments,a conservative,3,1,2
FALSE,5,3/3/22 6:41,vdsafdsafdsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
FALSE,40,3/3/22 7:01,A1F6MWP9A0XLJQ,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,36,3/3/22 7:02,A20X6V1AAXZGNZ,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,284,3/3/22 7:06,A11F3MA5FWH6SJ,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,253,3/3/22 7:12,AAC75K1B67YG6,,Conservative,It effects the decisions I make in how I act and my belifes. It causes me to think of things from more of a moral point of view.,I have more relationships with conservatives than I do liberals. I value a smaller group of close friends rather than a large group of acquintances. ,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,14,20,13,27,95,Most of the time,Occassionally,Occassionally,Most of the time,Most of the time,Occassionally,Most of the time,Occassionally,Most of the time,Most of the time,Most of the time,Most of the time,I think that it is a good idea. Sometimes I feel that environmentalists try to take things too far. I think it is important to protect the environment but we should also defend people's rights and freedom of choice.,24,Male,White,High school completion,Heterosexual,7,Yes,,a conservative,1,2,3
FALSE,227,3/3/22 7:15,A15CL9A9FVSJDW,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,13,3/3/22 7:26,A2CEGS0NVDBCPT,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,112,3/3/22 7:30,A18JMMVN3ZOV8R,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,238,3/3/22 7:40,AQTIRGNQ02OD0,,Conservative,I dont listen to the lies that liberals tell. I dont watch liberal stations and dont fall into their beliefs.,My husband is a republican so we have that in common and most of my family. ,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,15,50,1,29,5,54,Most of the time,Most of the time,Never,Never,Occassionally,Always,Always,Most of the time,Occassionally,No answer,Most of the time,Occassionally,"I feel like its not fair. Its more towards the liberals. I honestly am not sure what it is, but I have an idea",34,Female,White,Some college (no degree),Heterosexual,10,Yes,no,a conservative,1,3,2
FALSE,41,3/3/22 7:46,AI2YUH8YOKJIQ,"Generation X (""Gen-X"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Gen-Xer,,,
FALSE,469,3/3/22 8:09,A15MD1NCLTDM4G,Millennial,,I try to always think about what life was like growing up versus what it is now.  I try to be thankful and mindful with my decisions so they are not rash and offensive to others.  I don't want to come off as a spoiled individual who didn't go up after high school and college.,I try to have meaningful conversations with people I spend my time with.  I try to be inclusive to all and fair. I don't want to come off as entitled or immature to others.,Strongly disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,45,5,10,10,30,35,Always,Occassionally,Always,Never,Occassionally,Occassionally,Always,Always,No answer,Never,Occassionally,Occassionally,"I believe I need to do my part to help.  It may seem like a little difference, but if everyone had the same mentality to do 1 thing a day that was more environmentally conscious it would really make a bigger impact.",32,Female,White,Master's Degree,Heterosexual,10,Yes,No,a Millennial,1,2,3
FALSE,1811,3/3/22 8:10,A1D3JI73K53QGO,"Generation X (""Gen-X"")",,Gen X cares most about work life balance and personal well being. Value of freedom and responsibility and try to overcome challenges.,"Gen X participate in outside professional organizations, industry and other groups to relationship is good.",Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,11,29,20,27,13,50,,,,,,,,,,,,,,,,,,,0,,,a Gen-Xer,1,2,3
FALSE,1746,3/3/22 8:11,A142CEQB2DL3CV,,Conservative,I don't fell that it really impacts my decisions. I make decisions based off my moral beliefs and treat everyone the same. I try to give my best daily. ,I understand / have learned it is easier to have conversations and be in a relationship with friends / significant others with the same beliefs. There are less disagreements and life is simpler. ,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,22,18,29,5,26,62,Always,Always,No answer,Always,Always,No answer,Always,Most of the time,Always,Always,Always,Always,I feel it is very important if we want to keep the earth livable for future generations. We need to plan for what needs to be done to reduce the damages over the last couple of hundred years. We need to think on how to treat the planet better.,35,Female,White,Master's Degree,Heterosexual,6,Yes,,a conservative,2,1,3
FALSE,33,3/3/22 8:17,A2ZJQ12R3ME3H5,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,316,3/3/22 8:19,A2IE11ENGXNR3M,Millennial,,I think about quality first and foremost. I will pay for something expensive only if it is great quality.,I think I have pretty good relationships with people. I generally put others before myself.,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,40,0,20,20,20,20,Occassionally,Never,Never,Occassionally,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,Occassionally,Never,Occassionally,I think that it has become a cult. People perform violent acts today in the name of a cause just to draw attention to it.,34,Male,White,High school completion,Heterosexual,7,Yes,,a Millennial,3,2,1
FALSE,928,3/3/22 8:25,A36XNJ1E5WYJ5Y,Millennial,,As a millennial we grew up between the two main culture shifts. I was born and raised before the internet but young enough to enjoy new technology. I use the internet for work also use all the stuff i learned the old ways to prosper as well.,my relationship with my mom has turned to caring good friends instead of a parental responsibility. My girlfriend spends more time on her phone and internet then she does with me. ,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,30,10,50,10,0,40,Always,No answer,Most of the time,Most of the time,Most of the time,Always,Most of the time,Occassionally,Most of the time,Occassionally,Occassionally,Occassionally,I love nature especially fishing and hunting they are most important to me.  I spent most of my childhood running around the woods and fishing.,32,Male,White,High school completion,Heterosexual,8,Yes,great survey,a Millennial,1,2,3
FALSE,17,3/3/22 8:26,A20N1NK5X5S88F,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a liberal,,,
FALSE,10,3/3/22 8:33,A31Z5TPD8QKE26,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,17,3/3/22 8:52,A3KZQPEKQ64ASL,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
TRUE,436,3/3/22 8:55,AK5FBQ9IYW17V,,Conservative,I don't believe in abortion. I tend to stick to traditions and usual ways of doing things. ,I don't usually associate with eccentric people much. I don't like to be around people that run their mouths about politics.,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30,0,10,30,30,50,Most of the time,Never,Never,Never,Never,Never,Most of the time,Never,Never,Never,Never,Never,It's too over the top. People have crazy beliefs and conspiracy theories. ,37,Female,White,Some college (no degree),Heterosexual,6,Yes,,a conservative,3,1,2
FALSE,20,3/3/22 8:59,A314NII22N53TL,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,442,3/3/22 9:03,A3BK34MDO3AUD7,,Conservative,Being a conservative doesn't impact decisions I make. I make my decisions with God's help. Praying to him to find the right path. Conservatives just line up with certain things that I believe.,Being a conservatives impacts my close relationships because I know who my friends are. Every liberal that I come in contact with I am not close to. I may work with them or have to interact in a public setting but I won't be friends with them. ,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly disagree,100,0,0,0,0,15,Occassionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I feel like people should pick up after themselves. But I will not go out of my way to do things that some think will help the environment. ,35,Female,White,Bachelor's Degree,Heterosexual,9,Yes,no,a conservative,3,1,2
FALSE,53,3/3/22 9:30,A2SF1ILNXUCQPC,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,855,3/3/22 9:41,A2ZA0LXIJZ1Q6O,Millennial,,"I believe the way I was raised impacts the decisions I make. Being raised in the 1990s seems different than it is now. Raised with good morals, trustworthiness and simpler times. ",Being a millenial impacts my relationships because of the values I was raised on. Those born in the 2000s seem to have different values and less important values. ,Disagree,Agree,Somewhat agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,30,10,10,10,40,15,Occassionally,Never,Always,Occassionally,Occassionally,Never,Occassionally,Never,Always,Occassionally,Occassionally,Occassionally,"Environmentalism is important to maintain a strong ecosystem and livable earth conditions. It is important to at least be semi-aware of the environment that surrounds us, and note that we are inhabiting a planet in a solar system.",31,Female,White,Master's Degree,Heterosexual,7,Yes,,a Millennial,1,2,3
FALSE,56,3/3/22 9:45,A5JSUI6L53506,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,779,3/3/22 9:46,AN5Y0FF1P4J4K,,Conservative,"I choose to ignore some of the liberal media channels because I believe that they are very biased when delivering news to the people. Other than that, I don't believe that it impacts my decisions very much.","With some people, we cannot speak about politics because they become very upset. With most of our friends and family, however, it does not affect our relationship at all.",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,40,5,30,10,15,75,Occassionally,Never,Occassionally,Never,Never,Occassionally,Occassionally,Never,Most of the time,Never,Never,Most of the time,"Although I don't practice anything in favor of environmentalism, I highly respect it. I do believe that we should take care of our earth/environment as best as we could. However, due to lack of knowledge and resources, I do not make sufficient effort to do so myself.",27,Female,White,Some college (no degree),Heterosexual,7,Yes,,a conservative,2,1,3
FALSE,1358,3/3/22 9:59,AN8HG85HQIR5Z,Millennial,,I tend to try and think progressively.  Moreso than other people I know.,I tend to have relationships with other millenials,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,33,5,24,33,5,35,Occassionally,Never,Occassionally,Occassionally,Occassionally,Occassionally,Occassionally,Never,Occassionally,Occassionally,Occassionally,Occassionally,"I believe that there are things we can do as an individual to help the environment, but big corporations are mainly the thing that would have to change to make any real difference",27,Female,American Indian or Alaska Native,Bachelor's Degree,Heterosexual,6,Yes,I enjoyed taking this survery,a Millennial,1,3,2
FALSE,51,3/3/22 10:01,AXT0PS2T258NM,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,88,3/3/22 10:05,A3CMOHJ8HNNDPL,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
TRUE,206,3/3/22 10:10,A2ERUVTDX27PN5,,Conservative,Being a conservative affects how I think about the prices of things. It also impacts how i feel about the stock market.,I only want relationships with conservatives. Liberals bother me.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,31,6,4,34,25,26,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"I do not think that climate change is real. I think the earth will be just fine,",28,Female,White,Master's Degree,Heterosexual,10,Yes,n/a,a conservative,3,1,2
FALSE,258,3/3/22 10:11,A35X6ZCBSOCQMO,"Generation Z (""Gen-Z"")",,I feel like growing up with tech makes us sharper. We are more critical.,It is harder to get close to people. People are more interested in social media.,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,96,1,1,1,1,28,Never,Never,Occassionally,Never,Never,Occassionally,Never,Never,Never,Occassionally,Never,Never,I think it is overrated. I do not care for it.,19,Male,White,High school completion,Gay or Lesbian,7,Yes,No,a Gen-Zer,3,1,2
FALSE,101,3/3/22 10:39,A6P74I8RYOQFD,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,299,3/3/22 10:41,ALY2W6WV7XCLW,Millennial,,I just live my life the way i want to live. I dont let anyone tell me what to do or how to live. I enjoy what i do everyday.,"It doesnt have any specific impact. I have the greatest realitionships in the world with all my friends and family
",Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,20,20,20,20,20,61,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Always,Always,Always,Always,I think that it is truly important. If we dont do our job to keep the world clean then its beauty is just going to go away,22,Male,White,Bachelor's Degree,Heterosexual,10,Yes,,a Millennial,3,2,1
FALSE,127,3/3/22 10:53,A995NSMI3WK1Z,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,24,3/3/22 10:57,A3FH8OSFWOLI7A,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,21,3/3/22 11:06,A12PRTUB056SAK,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,902,3/3/22 11:08,A3CNIOSA5XCBAR,,Conservative,"I tend to be more reserved and frugal with my resources. At the same time, I don't think that my decisions are defined by my political leaning; for example, I am more inclined for social justice work and charitable giving than the average conservative ideal.",I typically don't let my political views dictate who I choose to interact or have relationships with. I believe that limiting yourself in such a way hurts your own ability to grow as a person and ultimately harms society. I think this is a large cause of the divisiveness and vitriol we see today.,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat agree,10,10,15,40,25,75,Most of the time,Most of the time,Always,Always,Most of the time,Occassionally,Always,Most of the time,Always,Always,Most of the time,Occassionally,"I think that it is a very worthwhile cause with important ramifications, both short and long term. At the same time, I think that its most vocal proponents can often deal in counterproductive rhetoric. Many people get behind the big ideas but lack the critical thinking to engage in practices that are actually beneficial.",28,Male,Asian/Asian-American,Bachelor's Degree,Heterosexual,6,Yes,,a conservative,2,3,1
FALSE,275,3/3/22 11:16,AA2DL92P02APY,"Generation Z (""Gen-Z"")",,Being a Gen-Zer is cool because my generation does things differently than the previous ones. We have different ways of getting things done.,Sometimes people see me as a baby or as if I don't know as much because of my age.,Somewhat disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,20,20,20,20,20,49,No answer,Always,Occassionally,Occassionally,Most of the time,Always,Most of the time,Occassionally,Most of the time,Never,Always,Occassionally,It is very important and crucial.,22,Female,White,Bachelor's Degree,Heterosexual,5,Yes,,a Gen-Zer,1,3,2
